,amount_tsh,gps_height,longitude,latitude,basin,region,population,public_meeting,scheme_management,permit,construction_year,extraction_type_class,management_group,payment_type,quality_group,quantity,source_type,waterpoint_type_group,status_group
316,0.0,1632,32.0258239,-8.93900583,2,15,200,1,7,0,2,1,4,2,2,2,0,3,3
318,0.0,237,38.78345753,-5.10821911,5,20,150,1,7,0,5,0,4,2,2,3,6,1,1
319,0.0,0,34.29424585,-8.642195599999999,6,10,0,1,7,1,5,0,4,2,2,3,4,1,2
322,0.0,0,36.35396378,-6.22393508,8,2,0,1,7,1,5,0,1,2,2,3,3,1,3
325,0.0,1715,31.36602526,-7.97201012,3,15,1,0,7,1,1,5,4,2,2,1,6,1,1
326,0.0,0,0.0,-2e-08,4,13,0,1,7,1,5,5,4,2,2,2,0,1,3
327,600.0,847,29.69182833,-4.83944178,3,5,450,1,9,1,3,0,4,1,2,1,4,1,3
328,200.0,482,34.89217109,-11.35532944,1,16,86,1,7,1,3,0,4,1,2,1,6,1,3
329,0.0,0,36.04584041,-5.92990107,8,2,0,1,7,0,5,2,4,5,2,0,0,1,1
330,0.0,330,38.36129061,-9.94014777,7,7,350,0,7,1,1,2,4,6,4,0,0,1,1
331,0.0,1652,34.59648052,-9.08290229,6,3,25,1,8,1,5,0,4,3,2,1,4,1,3
332,0.0,0,32.94752532,-9.32481172,1,10,0,1,7,0,5,1,4,6,2,3,5,3,3
333,0.0,0,33.50643109,-3.28863325,4,17,0,1,9,0,5,1,4,6,2,1,5,3,3
334,0.0,0,34.06791698,-3.17625599,0,17,0,1,9,0,5,1,4,4,2,2,5,3,3
335,5000.0,572,37.16959606,-10.87676104,7,16,1,1,7,0,5,1,4,0,2,1,0,3,3
336,0.0,0,35.70202678,-5.63404591,0,2,0,1,7,1,5,2,4,2,2,2,0,1,1
337,1000.0,2179,34.41769364,-9.21264691,6,3,75,1,7,1,3,0,4,0,2,0,6,1,1
339,0.0,1666,31.86585448,-8.65868897,2,15,240,1,7,0,3,1,4,2,2,1,0,3,3
341,200.0,887,36.714157,-8.73986417,6,11,203,1,8,1,5,0,4,1,2,1,6,1,3
342,0.0,0,36.55763103,-6.23339413,8,2,0,1,7,0,5,0,4,2,2,0,6,1,1
343,2000.0,1479,36.6901363,-3.34459861,5,0,200,1,7,1,5,0,4,1,2,1,6,1,3
344,0.0,1604,35.51442025,-4.41280954,0,8,215,1,7,1,3,0,4,2,2,2,6,1,3
345,0.0,1180,37.52655685,-3.3144532,5,6,1,0,7,1,1,0,4,2,2,1,6,5,1
346,0.0,0,0.0,-2e-08,4,17,0,1,9,0,5,1,4,2,2,1,5,3,3
347,0.0,1849,36.77188524,-3.1465134,0,0,360,1,8,0,3,0,4,6,2,2,3,1,1
348,500.0,480,34.65294448,-11.10267439,1,16,98,1,7,1,5,0,4,1,2,1,6,1,3
349,500.0,161,38.189668,-6.84613413,8,11,160,1,7,1,3,1,4,1,4,1,5,3,3
350,50.0,226,39.73442461,-10.56919171,7,12,450,1,7,1,4,2,4,5,2,1,0,1,3
351,30.0,917,36.98516699,-3.56223676,5,8,200,1,11,1,3,5,0,5,2,1,0,1,3
352,0.0,0,34.33972708,-8.61393801,6,10,0,0,10,1,5,1,4,2,4,1,0,3,2
353,0.0,1284,30.03804351,-4.77413286,3,5,1200,1,11,1,1,0,4,2,2,2,6,1,3
355,0.0,0,33.45691647,-8.56654494,2,10,0,1,7,1,5,0,4,0,2,1,4,1,2
356,0.0,960,36.83183178,-3.52725556,5,0,300,1,7,1,1,0,4,2,2,1,6,1,1
357,0.0,0,31.45298632,-2.13334776,4,4,0,1,7,1,5,0,4,2,2,1,6,1,2
358,0.0,0,33.72743813,-8.95106078,6,10,0,0,7,0,5,0,4,3,2,1,4,1,1
359,0.0,1200,36.94719085,-2.9594595,0,0,200,1,7,1,3,0,4,3,2,2,4,1,3
360,0.0,0,36.41670102,-6.22015672,8,2,0,1,7,0,5,0,4,2,2,0,6,1,1
361,0.0,1177,37.04899808,-5.84463878,8,8,1,1,7,1,3,3,4,2,2,3,0,5,1
362,200.0,1669,34.401516799999996,-9.61540484,1,3,0,1,7,0,3,0,4,1,2,1,6,1,3
363,0.0,0,33.35584599,-4.02026539,0,19,0,1,11,0,5,5,4,5,4,2,0,1,3
364,250.0,1325,30.20482368,-4.50371347,3,5,210,1,11,1,2,0,4,1,2,1,4,1,1
365,300.0,260,36.95971049,-7.69740663,6,11,300,1,0,1,5,0,4,1,2,2,4,1,3
366,0.0,1185,36.84681264,-3.36932707,5,0,400,1,8,0,4,0,4,6,2,2,3,1,3
367,0.0,1145,33.46719471,-2.15195843,4,9,350,1,3,0,3,3,2,6,2,2,3,1,3
368,0.0,0,33.10638261,-4.8807539,3,19,0,1,7,1,5,1,4,2,2,2,5,3,3
370,0.0,0,0.0,-2e-08,4,13,0,1,7,1,5,5,4,2,2,2,0,1,3
371,7200.0,1726,35.91834892,-3.17692667,0,0,100,1,7,1,3,0,4,0,0,1,4,1,3
373,0.0,901,35.63182868,-10.26251276,1,16,300,1,7,1,5,1,4,3,2,3,5,3,3
374,0.0,1689,34.58307637,-9.0613773,6,3,50,1,8,1,1,0,4,3,2,0,4,1,1
375,50.0,-45,39.18336934,-8.14122174,6,14,1,1,7,1,3,2,4,5,2,1,0,1,1
376,20.0,513,36.88414665,-11.44710356,7,16,1,1,7,0,5,1,4,5,2,1,0,3,3
377,0.0,0,36.23490716,-6.17159079,8,2,0,1,7,1,5,2,4,5,2,2,0,1,2
378,50.0,674,36.96195662,-11.3119134,7,16,1,1,7,0,4,5,4,5,2,1,0,1,2
379,0.0,0,36.72938267,-6.08425531,8,2,0,1,7,0,5,5,4,5,4,2,0,1,3
380,1500.0,701,37.54983568,-3.54812862,5,6,400,1,8,1,3,5,4,1,2,2,0,1,3
381,0.0,980,37.33476236,-3.30046366,5,6,100,1,10,1,1,0,4,2,2,2,6,1,2
382,10.0,1580,35.66085777,-3.3252078999999997,0,0,250,1,7,1,3,0,4,5,2,2,4,1,3
383,0.0,1362,34.21765613,-2.97432722,4,17,450,1,9,0,3,1,4,2,2,1,5,3,3
384,0.0,356,36.35436543,-8.81788385,6,11,309,1,10,1,5,0,1,2,2,1,4,1,3
385,0.0,995,35.33758379,-10.45739934,1,16,0,1,7,1,2,0,4,3,2,2,6,1,3
386,0.0,0,33.42849515,-7.45825658,2,10,0,1,7,1,5,1,4,5,2,1,5,3,1
387,0.0,0,32.81860519999999,-4.27140543,3,19,0,0,7,0,5,1,4,2,2,3,5,3,1
388,20.0,1020,36.68729462,-3.58425942,5,0,100,1,7,1,4,0,4,5,2,1,6,1,3
389,500.0,1694,34.50392432,-9.87356716,1,3,95,1,7,1,5,0,4,0,2,1,6,1,3
390,0.0,0,33.31855816,-2.6736728,4,13,0,1,7,1,5,1,4,2,2,2,5,3,3
391,0.0,1455,32.04720198,-8.86304324,2,15,60,1,7,0,2,3,4,2,2,1,0,5,1
392,500.0,1804,34.76969867,-9.12297853,6,3,130,1,8,1,3,0,4,1,2,1,6,1,3
394,0.0,1624,37.51103348,-3.26130463,5,6,1,0,7,1,5,0,4,2,2,1,6,5,1
395,0.0,1576,37.88913692,-4.26978864,5,6,80,1,11,1,3,0,4,2,2,2,4,1,3
396,1200.0,1772,34.99999697,-8.46718958,6,3,0,1,7,1,3,0,4,0,2,1,6,1,3
397,10.0,442,39.30951061,-10.66709242,7,12,150,0,7,0,5,0,4,5,2,1,6,5,1
398,2000.0,729,36.04384037,-10.99183394,7,16,360,1,9,0,5,1,4,1,2,2,5,3,1
399,20.0,459,37.819264000000004,-6.77130648,8,11,250,1,7,1,3,0,4,5,2,1,4,1,3
400,50.0,362,38.11780585,-10.92589018,7,12,85,1,7,1,5,1,4,5,4,1,5,3,1
401,10.0,965,36.92693499,-3.46538763,5,0,159,1,10,1,0,0,4,5,2,1,6,1,3
403,0.0,0,33.82500278,-9.44602467,1,10,0,1,7,1,5,0,4,2,2,0,6,1,1
404,0.0,0,33.09165496,-2.99658524,4,13,0,0,7,1,5,1,4,2,2,0,0,3,1
406,0.0,0,33.64477524,-2.8630691,4,17,0,1,9,0,5,1,4,2,2,1,5,3,3
407,6000.0,1529,35.57900029,-7.86736004,6,3,1,1,7,1,2,0,4,0,2,1,6,1,3
408,0.0,486,37.23667961,-7.10013213,8,11,130,1,7,1,2,1,4,2,4,1,5,3,2
409,1000.0,375,37.32334128,-11.44864298,7,16,1,1,7,0,3,1,4,1,2,1,0,3,3
410,0.0,743,30.62028881,-7.36693972,3,15,1,0,7,0,1,5,4,2,2,1,4,1,1
411,2400.0,1463,34.85214846,-8.66717288,6,3,0,1,7,1,5,0,4,0,2,2,6,1,1
412,0.0,530,36.93386583,-7.13289579,8,11,200,1,7,1,2,3,4,2,2,1,5,5,1
413,0.0,0,30.95668868,-2.7845812999999997,4,4,0,1,7,1,5,0,4,2,2,3,3,1,3
414,0.0,1001,37.64666821,-3.79164451,5,6,70,1,10,0,5,0,4,2,2,2,6,1,2
415,0.0,1680,34.47972070000001,-9.72147456,1,3,35,1,7,0,5,0,4,3,2,0,6,1,1
416,0.0,0,32.50846356,-2.54770471,4,13,0,1,7,1,5,2,4,1,2,1,4,1,3
418,1000.0,501,34.83510749,-11.30350354,1,16,65,1,7,1,5,0,4,0,2,2,6,1,3
419,0.0,466,37.06946585,-6.8202964999999995,8,11,250,1,7,1,3,1,4,2,2,1,5,3,3
420,10.0,813,37.48326369,-3.39258445,5,6,50,1,8,1,3,0,4,5,2,1,6,1,3
421,0.0,1256,37.0304035,-3.20928183,5,6,1,1,10,1,3,0,4,1,2,1,6,1,3
422,0.0,57,39.04848579,-6.72041799,8,14,1,1,7,1,3,3,4,2,2,1,5,3,1
423,0.0,0,34.3749434,-8.70124771,6,10,0,0,10,1,5,0,4,2,0,3,4,1,3
424,0.0,74,38.83957764,-7.75992386,6,14,1,1,7,1,5,1,4,2,2,1,5,3,1
425,0.0,1447,37.35486229,-3.2451682,5,6,1,0,7,1,1,0,4,2,2,2,6,5,1
427,0.0,0,31.82735182,-1.21231446,4,4,0,1,7,1,5,0,4,2,2,2,3,1,1
428,0.0,30,39.17884933,-6.97320593,8,1,1000,1,2,0,3,3,1,2,5,0,5,5,1
429,0.0,0,33.24888389,-8.8435735,2,10,0,1,7,1,5,0,4,3,2,2,4,1,3
430,5.0,1038,37.27119332,-3.29718526,5,6,30,1,10,1,3,0,4,5,2,1,4,1,3
431,0.0,0,33.01279745,-3.80931874,0,17,0,1,7,1,5,1,4,2,2,1,5,3,1
432,0.0,1176,35.87087695,-4.13690289,0,8,48,1,7,1,5,0,4,2,2,1,6,1,3
433,0.0,0,0.0,-2e-08,4,17,0,1,9,0,5,1,4,3,2,1,5,3,3
435,0.0,717,37.41089685,-3.44935828,5,6,1,1,11,1,1,0,0,2,2,2,6,1,1
436,0.0,1612,36.65918148,-3.30484906,5,0,300,1,7,1,3,3,4,2,2,3,3,5,3
437,0.0,0,33.46966096,-3.6079163,0,17,0,0,3,0,5,1,2,6,2,1,0,3,1
438,0.0,118,39.14943018,-7.65826289,6,14,1,1,7,1,3,0,4,2,2,3,3,1,1
439,0.0,0,31.61498498,-1.2126409,4,4,0,1,7,1,5,1,4,2,2,2,5,3,3
441,0.0,277,38.96698938,-9.99109379,7,7,2150,1,7,0,2,3,4,2,2,2,5,5,1
442,200.0,266,36.89839974,-7.85579928,6,11,300,1,8,1,5,0,4,1,2,2,4,1,2
443,1200.0,1411,34.84505919,-8.58236567,6,3,0,1,8,1,5,0,4,0,2,1,6,1,3
446,0.0,0,33.44574404,-8.75232028,2,10,0,1,9,0,5,0,4,1,2,1,4,1,3
447,0.0,0,33.52797453,-2.82067589,4,13,0,1,7,1,5,1,4,2,2,1,5,3,3
448,3600.0,899,29.82376296,-4.87487688,3,5,220,1,9,1,1,0,4,0,2,1,4,1,3
450,0.0,241,39.57054828,-10.90308413,7,12,1,1,10,1,2,5,4,2,2,0,0,1,1
451,0.0,0,33.00045117,-8.38308888,2,10,0,1,7,1,5,5,4,5,2,1,0,1,3
452,500.0,1842,34.78207959,-9.12239269,6,3,85,1,8,1,3,0,4,1,2,1,6,1,3
453,0.0,1010,36.85403955,-3.45504725,5,0,210,1,8,0,3,0,4,6,2,2,3,1,1
454,0.0,0,33.81341932,-3.83221112,0,17,0,1,7,1,5,0,4,5,2,2,4,1,3
455,0.0,306,38.24224578,-11.13603413,7,12,86,1,7,1,3,1,4,2,4,2,0,3,3
457,500.0,1929,34.70473384,-9.20234087,6,3,95,1,8,1,3,0,4,1,2,1,6,1,3
458,0.0,206,39.07821972,-9.86254017,7,7,1680,1,7,1,4,1,4,2,4,1,0,3,3
459,0.0,0,33.28236873,-3.85714836,0,17,0,1,9,1,5,1,4,2,2,2,5,3,3
460,1500.0,1566,37.89366796,-4.34519815,5,6,120,1,11,1,4,0,4,0,2,2,6,1,3
461,0.0,30,38.67500341,-6.40813861,8,14,60,1,7,0,1,5,4,2,0,2,1,1,1
462,0.0,0,31.52611967,-1.63276881,4,4,0,1,7,1,5,0,4,2,2,2,3,1,3
463,0.0,1437,30.87464627,-3.1403548999999997,3,5,350,1,7,0,3,1,4,6,2,1,5,3,3
464,0.0,1270,37.63139468,-3.12675292,5,6,1,1,0,1,1,0,0,2,2,1,6,1,3
465,0.0,2623,35.68945716,-3.02923374,0,0,210,1,3,1,3,0,2,2,2,1,4,1,3
466,0.0,636,37.17327799,-11.09305121,7,16,1,1,7,0,3,3,4,2,2,2,0,3,1
467,0.0,1066,35.76409768,-10.47927001,1,16,375,1,7,1,5,0,4,2,2,2,4,1,3
468,0.0,549,37.8425512,-9.52034219,7,7,250,1,7,1,3,1,4,6,4,0,5,3,1
469,0.0,288,38.51700167,-5.59165039,5,20,2000,1,7,0,3,1,4,2,4,2,5,3,1
470,200.0,1874,38.24712015,-4.558200599999998,5,20,1,1,7,1,1,0,4,1,2,1,6,1,3
471,0.0,1156,31.1714637,-6.33743009,2,15,125,0,11,1,2,3,0,2,2,2,0,5,1
472,0.0,0,33.46572835,-3.79671202,0,17,0,1,9,0,5,1,4,2,2,1,5,3,3
474,0.0,0,30.757502799999997,-2.54204907,4,4,0,1,7,0,5,1,4,2,2,1,5,3,3
475,1000.0,2116,34.77865965,-9.49554502,6,3,30,1,7,0,5,5,4,1,2,1,6,1,1
476,20.0,-32,38.97994393,-7.95432001,6,14,3226,1,4,1,3,2,0,5,2,1,0,1,3
478,0.0,1573,37.59859374,-3.11107714,5,6,1,1,0,1,2,0,0,2,2,1,6,1,1
481,0.0,0,32.88151654,-3.27751494,4,17,0,1,9,1,5,1,4,2,4,2,0,3,3
482,0.0,981,30.38713168,-5.10792723,3,5,300,0,7,1,5,0,4,6,2,3,4,1,2
483,50.0,1409,36.67331251,-3.35811482,5,0,200,1,7,1,3,0,4,5,2,2,6,1,1
484,0.0,0,35.59538597,-6.4395627,0,2,0,1,7,1,5,2,4,5,2,1,0,1,3
485,0.0,-24,39.40299419,-7.10135725,8,14,560,1,7,0,3,3,4,2,2,0,5,5,1
486,0.0,1037,36.66190504,-3.59727464,5,0,150,1,7,1,3,0,4,6,2,1,6,1,1
487,200.0,0,36.984230200000006,-6.12962635,8,11,280,1,7,1,3,5,4,5,4,2,0,1,1
488,0.0,1621,37.07324427,-3.0049507,0,6,1,1,10,1,4,0,4,1,2,1,6,1,3
489,0.0,1721,35.00739367,-9.50647981,6,3,50,1,7,0,3,5,4,2,2,2,6,1,1
490,30.0,-39,40.10847456,-10.27672535,7,12,450,1,11,0,5,5,4,5,2,2,0,1,3
491,0.0,0,32.23969163,-3.36690118,3,17,0,1,9,1,5,1,4,6,2,2,5,3,3
492,0.0,0,31.62715349,-1.21680448,4,4,0,1,7,1,5,3,4,2,2,2,6,4,2
493,500.0,725,36.13462601,-10.21443688,6,16,250,1,9,0,5,1,4,1,2,2,5,3,3
494,0.0,0,33.92608597,-3.69931833,0,17,0,1,9,0,5,3,4,3,2,2,5,5,1
495,50.0,765,36.96560789,-10.79699534,7,16,1,0,4,0,3,5,0,5,2,1,1,1,1
496,1500.0,1600,37.88986452,-4.36732057,5,6,140,1,11,1,1,0,4,0,2,2,6,1,2
497,1200.0,1762,35.00818338,-8.464787,6,3,0,1,7,1,3,0,4,0,2,1,6,1,3
498,0.0,332,39.00497633,-10.80867395,7,12,1,1,7,1,2,3,4,6,2,0,5,5,1
499,30.0,19,38.98411519,-6.5532638,8,14,50,1,7,0,3,5,4,5,2,1,0,1,1
500,500.0,1573,35.14300047,-9.260030800000001,6,3,150,1,8,1,1,0,4,1,2,1,4,1,3
501,0.0,963,31.16922705,-7.102952,2,15,200,1,7,1,4,1,4,0,4,1,0,3,3
502,0.0,0,33.447801500000004,-3.24751324,4,17,0,1,9,0,5,0,4,2,2,1,0,1,1
503,0.0,-17,39.43371534,-7.09627911,8,1,140,1,7,0,2,2,4,2,4,0,0,5,1
504,0.0,1491,37.60416022,-3.24463312,5,6,1,1,0,1,3,0,0,1,2,2,6,1,1
505,0.0,1304,30.83762891,-3.64201467,3,5,400,1,7,0,5,0,4,6,2,1,6,1,1
506,0.0,1243,33.98362709,-1.48524922,4,9,500,0,7,0,2,5,4,2,2,1,4,1,1
507,0.0,988,36.77912479,-3.52920727,5,0,200,1,7,1,1,0,4,2,2,2,6,1,3
508,0.0,814,31.55517538,-7.66514101,2,15,253,1,7,0,5,3,4,2,2,1,0,5,1
509,0.0,1455,36.64845034,-3.33966151,5,0,200,1,7,1,4,0,4,2,2,1,6,1,3
510,50.0,386,38.60065259,-10.6347662,7,12,250,1,7,1,3,1,4,5,4,1,0,3,1
511,750.0,1298,30.10273337,-4.50713784,3,5,450,1,11,1,1,0,4,1,2,2,4,1,2
512,0.0,0,31.80724315,-1.28454595,4,4,0,1,7,0,5,0,4,2,2,2,3,1,3
513,10.0,1527,35.85723778,-3.27581345,0,0,200,1,7,1,3,0,4,5,2,1,4,1,3
514,0.0,0,33.23896133,-8.82142407,2,10,0,1,7,1,5,0,4,3,2,2,4,1,3
515,0.0,104,38.84415565,-5.27095179,5,20,88,1,7,0,1,5,4,2,4,2,0,5,1
518,0.0,0,33.12878044,-3.7849057999999998,4,17,0,1,9,1,5,1,4,2,2,2,5,3,3
519,0.0,1794,38.24505193,-4.6619485,5,20,1,1,7,1,5,0,4,2,2,1,6,1,3
520,450.0,1604,37.20540435,-3.18887189,5,6,60,1,10,1,5,0,4,4,2,1,6,1,3
522,300.0,1337,35.09692286,-9.08118607,6,3,40,1,7,0,3,0,4,1,2,1,4,1,3
523,0.0,363,38.11997743,-10.92611097,7,12,140,1,7,1,3,2,4,2,2,0,0,1,1
525,0.0,0,33.24316217,-8.83605681,2,10,0,1,7,1,5,0,4,3,2,0,4,1,1
527,0.0,1665,38.34557798,-4.7494209000000005,5,20,1,1,7,1,3,0,4,2,2,1,6,1,3
528,25.0,93,39.58807065,-9.83372178,7,7,650,1,7,0,4,1,4,5,2,1,0,3,3
529,50.0,682,35.75921856,-7.16360762,6,3,1,1,7,1,4,0,4,5,4,1,6,1,3
530,0.0,0,33.05290406,-3.86294405,0,17,0,1,9,1,5,1,4,2,2,3,5,3,3
532,0.0,28,38.89308551,-6.5605825,8,14,200,1,7,1,2,5,4,2,2,1,4,1,1
533,0.0,0,32.48621516,-7.87280492,2,10,0,1,7,1,5,1,4,5,2,1,5,3,3
534,0.0,101,38.01900608,-7.26866031,8,11,230,1,7,1,5,1,4,3,2,2,5,3,3
535,0.0,0,34.46501624,-8.68427697,6,10,0,1,7,0,5,1,4,2,4,1,0,3,1
536,0.0,1587,35.33581003,-4.38214578,0,8,163,1,7,1,4,0,4,2,2,2,6,1,3
537,0.0,495,37.56776372,-6.90224954,8,11,1,1,7,1,2,0,4,2,2,1,4,1,1
538,0.0,0,33.6605602,-8.98619944,1,10,0,0,7,0,5,0,4,3,2,1,4,1,1
539,0.0,317,35.80320256,-8.78741457,6,11,150,1,7,1,5,0,4,2,2,2,4,1,1
540,0.0,72,38.83858791,-6.72825787,8,14,1,1,11,1,3,0,0,2,2,1,6,1,1
541,0.0,0,33.66509152,-8.99872192,1,10,0,0,7,0,5,0,4,3,2,1,4,1,3
543,40000.0,1711,35.40879448,-8.11294506,6,3,430,1,7,1,4,0,4,0,2,1,6,1,3
544,0.0,2076,34.24695325,-9.37148289,1,3,0,1,7,0,2,0,4,2,2,1,6,1,3
545,0.0,1572,37.59855768,-3.25022121,5,6,1,1,0,1,2,0,0,1,2,2,6,1,1
546,50.0,2112,35.43676476,-4.21202061,0,8,290,1,10,1,4,0,4,5,2,1,6,1,3
547,200.0,552,36.28278515,-7.35113771,6,3,150,1,7,1,2,0,4,1,2,1,4,1,1
550,25.0,1539,31.02011166,-7.48850571,3,15,100,1,7,0,5,1,4,5,2,2,5,3,3
552,2000.0,1529,35.91395802,-7.71758867,6,3,100,1,7,1,2,0,4,0,2,1,4,1,3
553,500.0,1855,34.78081095,-9.13627542,6,3,125,1,8,1,3,0,4,1,2,1,6,1,3
554,50.0,366,38.75638427,-10.60630124,7,12,2100,1,7,0,4,1,4,5,4,1,5,3,3
555,0.0,0,33.25824958,-6.84217298,2,19,0,1,7,1,5,1,4,2,2,0,5,3,1
556,0.0,0,34.03537789,-8.85924383,6,10,0,1,7,1,5,0,4,2,2,1,4,1,3
557,50.0,45,38.78819288,-6.64092051,8,14,1,1,11,1,3,2,0,5,2,2,4,1,3
558,0.0,0,31.75690383,-2.81886868,4,4,0,1,7,1,5,1,4,1,2,1,0,3,3
559,12000.0,1020,35.34810051,-9.89158573,1,16,0,1,7,1,3,0,4,0,2,1,4,1,2
560,0.0,0,34.85735486,-8.1386234,6,10,0,1,8,1,5,0,4,0,2,3,4,1,3
561,0.0,15,39.22813309,-7.32666569,6,14,285,1,7,0,3,1,4,2,2,3,5,3,3
562,500.0,458,37.08265447,-6.87248615,8,11,300,1,7,1,3,1,4,1,2,1,5,3,3
563,0.0,1452,37.60550564,-3.27796788,5,6,1,1,0,1,2,0,0,1,2,2,6,1,1
564,200.0,1722,34.98635681,-9.0881705,6,3,40,1,7,0,3,0,4,1,2,1,6,1,1
565,0.0,0,36.69688079,-5.99319228,8,2,0,1,7,0,5,5,4,5,4,0,0,1,1
566,0.0,1391,34.90730493,-4.02988782,0,18,425,1,3,1,3,0,2,2,2,3,3,1,3
569,500.0,826,36.02151061,-10.53427849,6,16,180,1,7,1,5,0,4,1,2,2,4,1,3
570,300.0,326,39.11203037,-10.90191427,7,12,1,1,7,1,5,0,4,1,2,1,6,5,1
571,0.0,0,33.26558713,-3.87439647,0,17,0,1,9,1,5,1,4,2,2,3,5,3,3
572,0.0,0,34.30392413,-3.17637233,0,17,0,1,9,1,5,1,4,2,4,1,5,3,3
573,500.0,1016,29.69282676,-4.7475472000000005,3,5,155,1,7,1,2,0,4,1,2,3,4,1,2
574,50.0,99,38.85538191,-6.78131392,8,14,150,1,7,1,2,2,4,5,2,2,4,1,1
576,0.0,140,38.90402162,-7.31978574,6,14,250,1,7,0,5,1,4,2,2,3,5,3,1
577,3000.0,1912,34.79339337,-9.72901698,1,3,90,1,7,0,5,0,4,0,2,0,6,1,1
578,0.0,360,38.790974299999995,-7.27108392,8,14,1200,1,7,0,5,1,4,2,4,1,0,3,1
579,200.0,1836,38.25670091,-4.563839700000001,5,20,1,1,7,1,1,0,4,1,2,1,6,1,3
580,0.0,0,32.89848608,-4.10007773,0,19,0,0,7,0,5,1,4,2,2,2,5,3,1
582,0.0,201,39.00010861,-7.10179035,8,14,1,1,4,0,3,0,0,2,2,2,3,1,3
583,0.0,0,33.09696393,-8.91545457,2,10,0,1,7,0,5,1,4,3,2,2,5,3,3
584,0.0,0,33.13340374,-3.23459106,4,13,0,1,7,1,5,1,4,2,5,0,0,3,1
585,0.0,1342,30.62278791,-3.56992741,3,5,500,1,7,0,4,1,4,6,2,1,0,3,1
586,0.0,1832,31.51069241,-7.83669775,2,15,1500,1,7,1,1,0,4,2,2,0,4,1,1
587,0.0,529,38.05373317,-4.27929971,5,6,230,1,11,1,0,0,4,2,2,1,4,1,1
588,0.0,0,35.52795009,-6.06749222,0,2,0,1,7,0,5,2,0,5,2,2,0,1,3
589,20.0,1014,36.81280558,-3.48722933,5,0,150,1,7,1,3,0,4,5,2,2,6,1,1
591,200.0,316,36.99765607,-7.59014094,6,11,80,1,9,1,4,0,4,3,2,1,4,1,3
594,50.0,1521,34.34938384,-4.34943584,0,18,185,1,9,1,3,5,4,5,2,1,0,1,1
595,0.0,0,36.55646735,-6.37243735,8,2,0,1,7,1,5,0,4,2,2,3,3,1,2
596,200.0,959,29.64793205,-4.76804596,3,5,560,1,3,1,2,0,2,1,2,1,6,1,2
598,500.0,1888,34.67564069,-9.18968342,6,3,50,1,8,1,3,0,4,1,2,1,6,1,3
602,0.0,0,36.1945552,-6.14614159,8,2,0,1,7,1,5,3,4,6,2,0,5,5,1
603,0.0,0,33.32829159,-3.15937362,4,13,0,1,7,1,5,1,4,2,2,0,5,3,1
604,0.0,0,32.88778684,-4.21969903,3,19,0,1,7,1,5,5,4,5,3,1,0,1,3
605,0.0,1683,31.06049127,-7.75288928,3,15,250,0,7,0,3,1,4,2,2,1,0,3,1
607,500.0,1763,31.51670542,-8.18619122,3,15,100,1,7,1,1,0,4,3,2,1,4,1,3
608,0.0,289,38.54516639,-5.25727852,5,20,40,0,7,1,1,5,4,2,2,1,4,1,1
609,0.0,0,33.19362237,-8.93950556,2,10,0,1,10,1,5,0,4,0,2,2,4,1,1
610,0.0,0,33.84952070000001,-8.82302461,6,10,0,1,8,1,5,0,4,1,2,3,4,1,2
611,0.0,915,36.91578552,-3.55049322,5,0,210,1,7,1,1,0,4,6,2,2,6,1,1
612,0.0,0,33.52206697,-3.87833847,0,17,0,1,9,0,5,1,4,6,2,2,5,3,3
613,0.0,0,33.24683363,-4.21637305,0,19,0,0,7,0,5,1,4,2,2,3,5,3,3
614,0.0,0,32.48102458,-2.34388649,4,13,0,1,7,0,5,1,4,2,2,0,5,3,3
616,0.0,1267,33.98649901,-1.49075217,4,9,250,0,7,0,2,5,4,2,2,1,4,1,1
617,0.0,1721,35.00284765,-9.51626067,1,3,25,1,7,0,3,5,4,2,2,2,6,1,1
618,0.0,1785,38.26204353,-4.6675996,5,20,1,1,7,1,5,0,4,2,2,1,6,1,2
619,0.0,0,32.20144687,-2.45428074,4,13,0,1,7,1,5,1,4,2,2,1,5,3,3
620,0.0,665,38.22917276,-4.79319402,5,20,150,1,7,0,1,0,4,2,2,1,4,1,3
621,500.0,1674,34.49341359,-9.84568307,1,3,1,1,7,0,5,0,4,0,2,1,6,1,3
622,20.0,281,38.4059458,-6.12010157,8,14,10,1,8,1,3,5,0,5,2,1,4,1,3
623,0.0,0,34.08777811,-3.09536601,4,17,0,1,9,0,5,1,4,4,2,2,5,3,3
624,0.0,-5,39.38913797,-7.10763364,8,14,115,1,7,0,3,5,4,2,2,1,0,5,3
625,0.0,717,37.61765733,-6.70295524,8,11,2000,1,7,1,3,0,4,6,2,1,6,5,3
626,20.0,294,38.59841982,-10.11745269,7,7,520,1,7,0,3,1,4,5,4,2,0,3,1
627,0.0,0,31.83004879,-1.28284016,4,4,0,1,7,0,5,0,4,2,2,1,3,1,3
628,50.0,178,38.7854576,-5.17532431,5,20,800,1,7,0,4,1,4,5,4,2,5,3,3
629,0.0,189,38.78423244,-5.11538727,5,20,100,1,7,0,5,0,4,2,2,3,6,1,1
631,0.0,0,35.79284444,-4.51556434,0,2,0,1,7,0,5,0,4,2,2,1,6,1,2
633,50.0,421,38.75159512,-10.32506494,7,7,406,1,7,0,5,1,4,5,4,2,0,3,1
634,1000.0,1667,31.17657926,-7.84847244,2,15,300,1,7,1,2,0,4,0,2,1,4,1,3
